X	Y	INTENSITY	LAMBDA1	LAMBDA2	V1X	V1Y	V2X	V2Y
373.333	299.333	11	10232.2	4081.21	0.27026	0.962787	0.962787	-0.27026
367.333	297.333	31	42932.2	6994.23	0.89561	0.444839	0.444839	-0.89561
376	299.667	14	7988.29	2763.66	0.0510934	-0.998694	-0.998694	-0.0510934
372.333	301.333	2	30893.3	5645.81	0.299022	-0.954246	-0.954246	-0.299022
370	303.333	20	56240.1	3504.82	0.346436	-0.938074	-0.938074	-0.346436
370.333	301.667	13	38292.6	5973.4	0.363327	-0.931662	-0.931662	-0.363327
368.667	306	57	35318.5	25483.5	0.548425	0.8362	0.8362	-0.548425
367.333	302.333	27	31832.3	13217.1	0.17293	-0.984934	-0.984934	-0.17293
374.333	303	5	31568.5	3240.22	0.327142	-0.944975	-0.944975	-0.327142
368.333	300	23	20478.9	10021.7	0.955065	-0.296396	-0.296396	-0.955065
372.333	297.333	22	13213	3567.97	0.031737	-0.999496	-0.999496	-0.031737
370.667	305	39	52845.8	13746.1	0.4038	-0.914847	-0.914847	-0.4038
376.333	289.667	19	33389.1	14818.9	0.0130848	-0.999914	-0.999914	-0.0130848
361.333	293.667	86	41029.1	5935.9	0.381388	0.924415	0.924415	-0.381388
380.333	286.667	18	34134.8	10581.1	0.0422387	-0.999108	-0.999108	-0.0422387
376.667	283.333	40	19474	1361.57	0.114016	-0.993479	-0.993479	-0.114016
378.667	291.667	49	50261.9	8100.65	0.0529538	-0.998597	-0.998597	-0.0529538
379	288.667	13	54711.1	2319.6	0.0134638	0.999909	0.999909	-0.0134638
382.667	289	14	32634.3	15799.7	0.347609	-0.937639	-0.937639	-0.347609
382.333	291.333	35	35410.5	26488	0.79589	-0.605441	-0.605441	-0.79589
382.333	286.667	15	28904.4	11924.4	0.125769	-0.99206	-0.99206	-0.125769
376.667	292.667	39	25205.8	19736.7	0.397287	-0.917694	-0.917694	-0.397287
384	284.667	3	12803	2817.36	0.999698	-0.0245905	-0.0245905	-0.999698
386.333	282	6	9127.27	2610.94	0.786873	0.617114	0.617114	-0.786873
385.333	285.667	5	5930.41	1784.48	0.651057	-0.759028	-0.759028	-0.651057
384.333	288	13	18160.3	4764.65	0.956076	-0.293119	-0.293119	-0.956076
383.667	292.667	13	34993.3	13312	0.971094	-0.238698	-0.238698	-0.971094
385.333	291.667	3	22545	14402.3	0.875658	-0.482932	-0.482932	-0.875658
385	308	27	10430	3158.31	0.756366	0.654149	0.654149	-0.756366
383.333	294.667	26	28104.6	17385.3	0.397057	-0.917794	-0.917794	-0.397057
387	285	6	6679.01	1977.63	0.101335	-0.994852	-0.994852	-0.101335
384	283	1	12947.9	3167.19	0.968831	0.247724	0.247724	-0.968831
380.333	283.667	28	17517.4	7354.33	0.986818	0.161832	0.161832	-0.986818
380.333	292.667	48	32470.4	20214.4	0.480981	-0.876731	-0.876731	-0.480981
378.333	297.333	24	25712.3	6905.56	0.0310744	0.999517	0.999517	-0.0310744
380	295	36	23843.7	22379.2	0.523469	0.852045	0.852045	-0.523469
379	304.333	23	8752.64	1450.96	0.0731146	0.997324	0.997324	-0.0731146
376.333	301.667	13	7948.97	2919.25	0.0214688	-0.99977	-0.99977	-0.0214688
378.333	302.333	14	10882.3	568.635	0.111718	0.99374	0.99374	-0.111718
373	305	30	36076	13306.6	0.495455	-0.868634	-0.868634	-0.495455
379.667	299	9	26620.8	1956.96	0.0746041	0.997213	0.997213	-0.0746041
376.667	297.667	15	11502.4	4720.69	0.479711	-0.877426	-0.877426	-0.479711
382.333	298.333	7	34538.2	1514.47	0.238264	-0.9712	-0.9712	-0.238264
381	298	6	37985.7	2349.83	0.0251104	0.999685	0.999685	-0.0251104
383.667	296.333	28	42944.2	2767.42	0.227968	-0.973669	-0.973669	-0.227968
383	299.667	6	27511.1	1473.38	0.254111	-0.967175	-0.967175	-0.254111
383	302.667	22	11462.1	1327.93	0.0750987	0.997176	0.997176	-0.0750987
382	301.333	14	13992.5	1636.2	0.0441113	-0.999027	-0.999027	-0.0441113
385	302.667	20	9334.05	3277.7	0.16859	0.985686	0.985686	-0.16859
381.667	304.333	26	4728.38	2124.82	0.0599196	-0.998203	-0.998203	-0.0599196
385	299	6	40547	1710.84	0.312327	-0.949975	-0.949975	-0.312327
380	301	19	9414.38	1524.78	0.107936	-0.994158	-0.994158	-0.107936
381.667	295.667	26	35808	16813.2	0.14045	0.990088	0.990088	-0.14045
381.667	306.667	26	7551.09	1597.89	0.682911	-0.730502	-0.730502	-0.682911
385.333	296.667	27	46283.2	2263.39	0.359833	-0.933017	-0.933017	-0.359833
377.333	287.333	17	39632.4	1451.71	0.0460251	0.99894	0.99894	-0.0460251
382.333	282	19	18974	2505.24	0.981544	0.191236	0.191236	-0.981544
378	306.333	20	16103.1	1423.83	0.0522675	-0.998633	-0.998633	-0.0522675
386.333	270.667	34	24739.7	2391.17	0.5488	-0.835953	-0.835953	-0.5488
363.667	246	83	11035.2	4505.42	0.922336	-0.386389	-0.386389	-0.922336
368.667	237.333	92	16487.1	833.829	0.338274	0.941048	0.941048	-0.338274
363.333	306.667	32	29290	1414.42	0.748026	0.663669	0.663669	-0.748026
341.667	309.333	71	74073.4	1104.42	0.047027	-0.998894	-0.998894	-0.047027
342.333	307	44	56036.3	2475.44	0.0990308	-0.995084	-0.995084	-0.0990308
336.333	313.667	56	55990.5	7579.38	0.398171	-0.917311	-0.917311	-0.398171
337.333	310.333	79	39066.2	1877.17	0.111955	-0.993713	-0.993713	-0.111955
340.333	310.667	73	67643.6	727.039	0.0675792	-0.997714	-0.997714	-0.0675792
340.667	314	45	43661.4	5744.68	0.0932975	-0.995638	-0.995638	-0.0932975
343.333	310.667	74	68971.9	712.447	0.0615148	0.998106	0.998106	-0.0615148
339	309	75	61023.5	1488.82	0.153805	-0.988101	-0.988101	-0.153805
347.333	309	69	24874.5	2868.32	0.174663	0.984628	0.984628	-0.174663
347.667	306.667	54	22041.3	831.157	0.00216002	0.999998	0.999998	-0.00216002
346.333	310.333	73	40940.4	2140.52	0.20257	0.979268	0.979268	-0.20257
348.667	309	65	17447.5	4068.01	0.118415	0.992964	0.992964	-0.118415
349.333	312.667	47	36441.7	1315.61	0.323712	0.946156	0.946156	-0.323712
346.667	312.667	49	41487.6	1824.85	0.218868	0.975755	0.975755	-0.218868
349	306.667	53	15435.6	1209.57	0.154059	-0.988062	-0.988062	-0.154059
344.667	309.333	71	57449.4	680.939	0.0932182	0.995646	0.995646	-0.0932182
344.333	307	48	40379.2	2342.34	0.00107246	-0.999999	-0.999999	-0.00107246
344.667	313	48	56046.4	655.316	0.065575	0.997848	0.997848	-0.065575
337	318.333	83	57881.4	16160.4	0.831727	-0.555184	-0.555184	-0.831727
338.333	315.667	62	57914.8	8259.45	0.503555	-0.863963	-0.863963	-0.503555
338	320	75	35242.7	12011.2	0.975721	-0.219017	-0.219017	-0.975721
341	319.667	61	29913.6	3743.96	0.776214	-0.63047	-0.63047	-0.776214
342.333	321.333	64	48797	12462.4	0.991293	-0.131671	-0.131671	-0.991293
336	325.667	98	62500.8	13038.9	0.726755	0.686897	0.686897	-0.726755
344	317.333	35	23361.4	8993.26	0.689534	-0.724253	-0.724253	-0.689534
334.333	322.333	108	37223.5	12480.8	0.995587	0.0938455	0.0938455	-0.995587
347.333	318.667	17	39490.2	12526.2	0.139529	0.990218	0.990218	-0.139529
348	314	44	41158.5	1622.07	0.255308	0.96686	0.96686	-0.255308
350	319.333	3	49601.2	5086.28	0.105017	0.99447	0.99447	-0.105017
346	321	30	47124.6	19554.6	0.989885	0.141869	0.141869	-0.989885
346	324.333	24	71056.9	10506	0.998635	0.0522365	0.0522365	-0.998635
347.333	322.667	19	46731	24661.9	0.990415	0.138122	0.138122	-0.990415
347.667	325.667	1	48500.6	13558	0.991331	0.131388	0.131388	-0.991331
342	324.333	75	59494.2	25939.4	0.821929	0.56959	0.56959	-0.821929
349.667	322	34	37551.5	12763	0.211378	-0.977404	-0.977404	-0.211378
346.667	316.667	20	34355.6	10938.3	0.03173	0.999496	0.999496	-0.03173
343.333	315	40	37290.6	5940	0.0962821	-0.995354	-0.995354	-0.0962821
344.333	325.667	48	82804.5	18218.8	0.909063	0.416658	0.416658	-0.909063
349.667	310	58	18621.5	3143.67	0.334433	0.942419	0.942419	-0.334433
333.667	318.667	119	54939.8	17781.9	0.82628	-0.563259	-0.563259	-0.82628
353.667	309	53	14213.6	1918.3	0.231831	-0.972756	-0.972756	-0.231831
353.667	306.667	40	31326.2	2366.84	0.0744535	-0.997225	-0.997225	-0.0744535
352.667	312.667	37	29832.6	1891.96	0.0998172	0.995006	0.995006	-0.0998172
352.333	310	54	15523.6	2438.45	0.0994338	0.995044	0.995044	-0.0994338
355	314	34	32552.5	25422.9	0.615573	0.78808	0.78808	-0.615573
351.333	317.667	1	51707.9	4034.37	0.00526944	-0.999986	-0.999986	-0.00526944
355.667	309.333	47	9493.9	4458.67	0.032614	0.999468	0.999468	-0.032614
351	309	60	14858.6	2988.11	0.128582	-0.991699	-0.991699	-0.128582
360.333	309.667	27	60703	2962.68	0.50442	0.863458	0.863458	-0.50442
357.333	307.667	40	9070.08	3815.75	0.352724	-0.935728	-0.935728	-0.352724
364	308.333	39	61628.6	1094.81	0.744384	0.667752	0.667752	-0.744384
362.333	310	35	92160.2	3978.96	0.593859	0.804569	0.804569	-0.593859
359.667	314.667	87	79125.3	42564.8	0.390827	0.920464	0.920464	-0.390827
359	312	36	71941.6	19280.1	0.661386	0.750046	0.750046	-0.661386
363	312.667	81	131958	5535.52	0.644119	0.764925	0.764925	-0.644119
356.333	317	26	45322.7	25875.3	0.999135	-0.0415787	-0.0415787	-0.999135
365	313.333	78	139456	1902.33	0.739796	0.672832	0.672832	-0.739796
356.667	311.667	36	31615.5	10418	0.971072	0.238785	0.238785	-0.971072
359.667	307.667	35	8959.35	4451.46	0.536833	0.843688	0.843688	-0.536833
361.667	315	95	106488	28999.8	0.473821	0.880621	0.880621	-0.473821
354.667	321.667	13	32932.1	10431.4	0.904424	-0.426634	-0.426634	-0.904424
354.333	319	2	36269.8	16818.3	0.432811	-0.901484	-0.901484	-0.432811
352.667	325.667	31	24143.8	12778.5	0.999958	0.00918393	0.00918393	-0.999958
350.667	325	32	30293.9	12925	0.995814	-0.0914016	-0.0914016	-0.995814
355.333	325.333	17	20466.2	5242.79	0.780579	-0.625057	-0.625057	-0.780579
352.333	327.667	40	43524.9	14554.8	0.245065	0.969507	0.969507	-0.245065
356.667	322.333	23	36044.9	3134.67	0.962891	-0.269892	-0.269892	-0.962891
351.333	323	39	31936.8	9707.85	0.703317	-0.710876	-0.710876	-0.703317
359	322	39	27880.3	12639.7	0.912259	-0.409615	-0.409615	-0.912259
359.667	320	47	46860.6	17029.8	0.585361	-0.810773	-0.810773	-0.585361
362.667	318	53	59339.3	32004	0.609415	0.792852	0.792852	-0.609415
361.667	320.333	49	40621.5	15089.5	0.323115	-0.94636	-0.94636	-0.323115
360	325.333	24	24046	4847.5	0.232897	-0.972501	-0.972501	-0.232897
359	324	27	19311	7808.26	0.415776	-0.909467	-0.909467	-0.415776
363	323	28	17369.2	11930.3	0.292759	0.956186	0.956186	-0.292759
362	325	27	25450.7	5856.96	0.284997	-0.958529	-0.958529	-0.284997
365	323.333	20	11992.7	8329.92	0.99738	-0.0723353	-0.0723353	-0.99738
356.667	324.333	18	21795.3	3983.57	0.890913	-0.454174	-0.454174	-0.890913
358.667	317.333	60	59079.5	26645.2	0.908319	-0.418279	-0.418279	-0.908319
356.333	327	31	20989.7	8736.84	0.331803	-0.943349	-0.943349	-0.331803
365.333	319.333	32	56212.1	7512.7	0.755682	0.654938	0.654938	-0.755682
351	314.333	40	45495.6	2105.79	0.136018	0.990706	0.990706	-0.136018
351	306.667	49	19538.6	1697.37	0.195545	-0.980695	-0.980695	-0.195545
347.667	327.333	6	50237.6	4598.89	0.943801	0.330514	0.330514	-0.943801
340.333	332	19	96552.6	3511.03	0.808371	0.588673	0.588673	-0.808371
340.333	326.667	70	88794.6	12321.2	0.60613	0.795366	0.795366	-0.60613
337.333	336.333	29	134148	18053.3	0.758934	0.651168	0.651168	-0.758934
333.667	334	81	112162	1841.62	0.850468	0.526027	0.526027	-0.850468
340.333	334.667	5	72623.4	16471	0.678267	0.734816	0.734816	-0.678267
337.667	339	34	122464	23524.5	0.787757	0.615986	0.615986	-0.787757
342.333	330	19	90518.3	2426.05	0.644649	0.764479	0.764479	-0.644649
335.333	331.667	82	94302.9	3340.19	0.809087	0.587689	0.587689	-0.809087
346.333	331.667	23	15703.4	2444.87	0.721717	0.692189	0.692189	-0.721717
345	329.667	7	48368	2636.48	0.604635	0.796503	0.796503	-0.604635
349	334	17	8966.28	1969.9	0.0925428	0.995709	0.995709	-0.0925428
348.333	331.667	24	14924.2	3403.63	0.589123	0.808044	0.808044	-0.589123
351.667	333.667	13	14593.7	2765.65	0.411521	0.9114	0.9114	-0.411521
345.667	335	13	27576	3203.55	0.0227612	0.999741	0.999741	-0.0227612
350.333	330.333	35	40421.7	5351.69	0.306262	0.951947	0.951947	-0.306262
343.333	336.333	15	62011.4	5912.42	0.170722	0.985319	0.985319	-0.170722
345.333	327.667	27	62429.9	12335.7	0.791543	0.611113	0.611113	-0.791543
347.667	336.333	7	26396	1798.58	0.0976137	-0.995224	-0.995224	-0.0976137
336.667	344.667	47	144349	11956.1	0.960374	0.278715	0.278715	-0.960374
335.667	339.333	9	180982	7356.53	0.926933	0.375227	0.375227	-0.926933
341.333	350.333	112	216399	94179.2	0.636033	-0.771662	-0.771662	-0.636033
337	347	28	217108	22318.7	0.998276	0.058696	0.058696	-0.998276
340.667	347.667	119	187759	26581.1	0.999696	0.024663	0.024663	-0.999696
335	351.667	15	125093	26170.1	0.99867	-0.0515586	-0.0515586	-0.99867
340.333	343.667	81	132115	63312.8	0.676184	0.736733	0.736733	-0.676184
334.667	341.667	7	229556	2981.43	0.970099	0.24271	0.24271	-0.970099
345	342.333	60	206789	22822.2	0.326216	-0.945295	-0.945295	-0.326216
340.333	341.333	66	122020	40088.8	0.213784	0.976881	0.976881	-0.213784
347.333	341	41	153029	9485.77	0.515709	-0.856764	-0.856764	-0.515709
344	345.667	150	196746	30446.8	0.394993	-0.918684	-0.918684	-0.394993
345.333	350.333	134	234566	104549	0.471249	0.882	0.882	-0.471249
345.667	347.333	138	172272	100659	0.955443	-0.295177	-0.295177	-0.955443
347.333	353	59	234612	87444.4	0.465693	0.884946	0.884946	-0.465693
343.333	351.667	106	350334	29149.9	0.0761762	-0.997094	-0.997094	-0.0761762
349	347.333	69	156961	103650	0.960238	-0.279182	-0.279182	-0.960238
342	346	138	115229	62822.1	0.461982	0.886889	0.886889	-0.461982
343	340.333	54	138560	8591.55	0.0610842	0.998133	0.998133	-0.0610842
344	354.667	14	345262	16157.9	0.0559274	-0.998435	-0.998435	-0.0559274
348.667	338.333	14	33773.1	7919.51	0.361281	-0.932457	-0.932457	-0.361281
331.667	337.333	81	154638	5678.38	0.910705	0.413057	0.413057	-0.910705
355	330.667	5	48966.3	5816.13	0.265414	0.964135	0.964135	-0.265414
350.333	328.667	36	45929.4	11224.7	0.492872	0.870102	0.870102	-0.492872
351.333	338	11	32695.4	16053.4	0.987954	0.154746	0.154746	-0.987954
353	335.667	24	34421.9	7252.04	0.825674	0.564148	0.564148	-0.825674
355.333	336.333	30	48226.6	23916.4	0.377251	0.926111	0.926111	-0.377251
352.667	339.667	28	69534.9	18280.4	0.999993	0.00364703	0.00364703	-0.999993
356.667	331.667	18	26467.2	7982.53	0.276747	0.960943	0.960943	-0.276747
352.667	331.667	15	43970.2	2052.86	0.252328	0.967642	0.967642	-0.252328
361.667	334.333	7	18188.1	6334.75	0.0786847	0.9969	0.9969	-0.0786847
358.333	330.333	22	20561.6	9596.31	0.131724	0.991286	0.991286	-0.131724
358.333	328	25	14938.7	9820.25	0.136276	0.990671	0.990671	-0.136276
361.667	328	20	28465.1	8256.04	0.0182999	0.999833	0.999833	-0.0182999
360	338.333	36	47271.9	13896	0.286474	-0.958088	-0.958088	-0.286474
359.333	336	20	48049.6	5552.73	0.0894886	-0.995988	-0.995988	-0.0894886
362	341.333	45	27460.2	13534.4	0.417389	-0.908728	-0.908728	-0.417389
355	339	60	63233.3	40335	0.998416	0.0562661	0.0562661	-0.998416
360.667	331	9	15264.4	5732.7	0.0647251	-0.997903	-0.997903	-0.0647251
356.667	334.667	31	45854.1	7540.91	0.0485718	-0.99882	-0.99882	-0.0485718
354.667	328.333	43	46292.9	9165.41	0.0819317	0.996638	0.996638	-0.0819317
358.333	340.333	71	83639.1	16444.4	0.0806242	-0.996745	-0.996745	-0.0806242
354.333	344.333	22	63760.7	37305.7	0.433208	-0.901294	-0.901294	-0.433208
355.667	340.667	73	87878.6	38372.8	0.333179	-0.942863	-0.942863	-0.333179
354	350.333	24	27243.9	8004.87	0.23248	-0.972601	-0.972601	-0.23248
355	346.333	15	60013.1	4138.39	0.165761	-0.986166	-0.986166	-0.165761
355	349	10	26093.5	3271.55	0.374364	-0.927282	-0.927282	-0.374364
351.333	349.667	15	136577	11247.1	0.930034	0.367473	0.367473	-0.930034
356.667	344.333	26	100131	5500.19	0.0371428	-0.99931	-0.99931	-0.0371428
352.333	343.333	24	51512	14508.4	0.969616	-0.244634	-0.244634	-0.969616
359	344.667	22	72192.2	4090.77	0.064221	0.997936	0.997936	-0.064221
357	341.333	75	127708	6241.45	0.0536975	-0.998557	-0.998557	-0.0536975
360.333	347.333	28	35934.3	3416.34	0.0281544	-0.999604	-0.999604	-0.0281544
356.667	348.667	9	28222.4	953.008	0.488302	-0.872674	-0.872674	-0.488302
354.667	352	36	36176	6458.02	0.235917	-0.971773	-0.971773	-0.235917
357.667	350	9	36596.4	4735.36	0.225424	-0.974261	-0.974261	-0.225424
359.667	350	14	32546.7	3641.21	0.000170105	1	1	-0.000170105
357.333	352.333	31	43790.7	3766.1	0.157802	-0.987471	-0.987471	-0.157802
363	346.333	22	32096.1	963.494	0.0796918	0.99682	0.99682	-0.0796918
357.333	346	24	55301.4	5662.57	0.0133741	0.999911	0.999911	-0.0133741
359.667	342	51	72493.9	14591.2	0.0224824	0.999747	0.999747	-0.0224824
350	352.333	22	135811	7274.51	0.931556	0.363598	0.363598	-0.931556
362.667	339.333	35	20629.1	10743.4	0.752032	-0.659127	-0.659127	-0.752032
349.667	344.333	28	140112	7664.6	0.554772	-0.832002	-0.832002	-0.554772
359.667	327.333	22	17655.2	5741.2	0.459188	-0.888339	-0.888339	-0.459188
360.333	352.333	35	42411.5	3621.44	0.0602159	-0.998185	-0.998185	-0.0602159
363	326.667	35	30541.5	8176.13	0.138544	-0.990356	-0.990356	-0.138544
334	314.667	73	92006.6	2900.59	0.545697	-0.837982	-0.837982	-0.545697
370.333	311.667	37	65399.7	18738.6	0.743266	0.668996	0.668996	-0.743266
366.333	309.667	77	99935	1338.31	0.741297	0.671177	0.671177	-0.741297
368.667	314.333	22	102564	3400.3	0.722635	0.69123	0.69123	-0.722635
366.667	312	71	136814	1740.8	0.737253	0.675617	0.675617	-0.737253
370.333	314	15	49046	16905.1	0.572255	0.820076	0.820076	-0.572255
367.333	318	22	49352	7392.13	0.697846	0.716248	0.716248	-0.697846
371.667	309	36	37721.5	13371.2	0.918764	0.394807	0.394807	-0.918764
368.333	309.667	71	83920.8	2949.75	0.783301	0.621643	0.621643	-0.783301
375.333	312.667	41	52352.2	2700.72	0.0171749	0.999852	0.999852	-0.0171749
373.667	308.667	27	25626	15707.7	0.392906	0.919579	0.919579	-0.392906
373.333	315	13	44279	1987.75	0.259323	-0.965791	-0.965791	-0.259323
373.667	312.333	47	49643.9	4373.13	0.168992	-0.985617	-0.985617	-0.168992
374	318.667	20	14321.9	535.794	0.267854	-0.963459	-0.963459	-0.267854
371.667	316	7	23975.9	2135.47	0.333992	-0.942576	-0.942576	-0.333992
374.667	316.667	5	33410.6	760.624	0.188761	-0.982023	-0.982023	-0.188761
372	311	36	31585.1	20463.8	0.427025	0.90424	0.90424	-0.427025
374.333	306.667	27	19153.1	15157.8	0.53889	0.842376	0.842376	-0.53889
371.333	318	18	10625.4	1111.51	0.235154	-0.971958	-0.971958	-0.235154
368.667	324.333	20	7075.87	1691.5	0.620145	-0.784487	-0.784487	-0.620145
366.333	325	13	10505.7	1514.99	0.627408	-0.778691	-0.778691	-0.627408
366.667	327.333	9	20435.2	3276.43	0.138808	0.990319	0.990319	-0.138808
365.333	326.333	22	21780.4	6627.2	0.0212457	-0.999774	-0.999774	-0.0212457
369.667	327	17	5964.51	1941.82	0.259136	-0.965841	-0.965841	-0.259136
366	329	6	27651.5	3520.69	0.0200385	0.999799	0.999799	-0.0200385
368.667	322.667	23	9966.24	3088.91	0.489443	-0.872035	-0.872035	-0.489443
366.333	322	22	11163.4	7952.26	0.890565	0.454857	0.454857	-0.890565
371.667	320.667	7	10996.1	1840.17	0.412513	-0.910952	-0.910952	-0.412513
372.333	319	19	12161.9	416.823	0.303476	-0.952839	-0.952839	-0.303476
372.667	322.667	11	11711.7	2631.17	0.597095	-0.802171	-0.802171	-0.597095
370	321	6	11747	3213.88	0.468732	-0.883341	-0.883341	-0.468732
374	326.333	18	8114.13	3190.53	0.808418	-0.588609	-0.588609	-0.808418
372.667	325	20	9542.95	3236.96	0.672449	-0.740144	-0.740144	-0.672449
374.333	322.333	5	14748.7	1682.78	0.497224	-0.867622	-0.867622	-0.497224
370.667	328.333	12	6178.13	2491.09	0.169621	0.985509	0.985509	-0.169621
376	325.667	7	12005.9	2559.01	0.920786	-0.390069	-0.390069	-0.920786
370.667	325.333	20	6722.38	2626.56	0.567807	-0.823162	-0.823162	-0.567807
369.667	319	15	11416.6	2624.12	0.288244	-0.957557	-0.957557	-0.288244
374.667	327.667	13	5450.33	3453.95	0.0797747	-0.996813	-0.996813	-0.0797747
375.667	311	49	41889	1436.61	0.187184	0.982325	0.982325	-0.187184
367	315.667	26	105185	3583.9	0.72651	0.687156	0.687156	-0.72651
378.333	312	45	47494.9	2487.66	0.217718	0.976012	0.976012	-0.217718
379.667	310.667	41	30992.5	5302.73	0.206468	0.978453	0.978453	-0.206468
377.667	316.667	6	28518.5	1759.53	0.0820118	0.996631	0.996631	-0.0820118
376	315.333	19	47352	2169.8	0.0579123	-0.998322	-0.998322	-0.0579123
379	315	14	42099.6	1441.06	0.285572	0.958357	0.958357	-0.285572
377.333	319.333	14	15308.1	1965.32	0.197597	-0.980283	-0.980283	-0.197597
381	315.667	5	28059.8	270.244	0.415626	0.909536	0.909536	-0.415626
377	310.667	49	40970.5	1295.57	0.126231	0.992001	0.992001	-0.126231
382.667	311.333	27	22503.3	7252.31	0.415647	0.909526	0.909526	-0.415647
383	308.333	26	8157.83	5186.44	0.954666	-0.297678	-0.297678	-0.954666
384.333	313	11	23501.4	4951.54	0.399932	0.916545	0.916545	-0.399932
382	314	7	41444.6	425.144	0.417562	0.908648	0.908648	-0.417562
385	316.333	17	7664.84	1767.2	0.191058	0.981579	0.981579	-0.191058
384	314.667	7	24742.4	2006.06	0.332869	0.942973	0.942973	-0.332869
386.667	316.667	14	6071.05	1557.07	0.432301	-0.901729	-0.901729	-0.432301
382	318	15	8675.8	1024.6	0.415307	0.909681	0.909681	-0.415307
385.667	311.667	11	11659.1	4912.6	0.551733	0.834021	0.834021	-0.551733
381.333	312	35	39008.3	4384.6	0.366687	0.930344	0.930344	-0.366687
379.667	308.333	24	15493.4	2969.13	0.245605	-0.96937	-0.96937	-0.245605
384	318	15	4988.45	935.156	0.58196	0.813217	0.813217	-0.58196
377.333	327	3	10843.3	6289.95	0.515002	-0.857189	-0.857189	-0.515002
378.333	321.667	17	11425.1	5505.45	0.400026	-0.916504	-0.916504	-0.400026
376.333	328.333	11	11386.6	2916.83	0.117397	-0.993085	-0.993085	-0.117397
379	327	7	22371.4	4738.5	0.393234	-0.919438	-0.919438	-0.393234
379.333	328.667	13	26806.6	1316.49	0.245655	-0.969357	-0.969357	-0.245655
